rid,course,time,date,title,rclass,band,ages,distance,condition,hurdles,prizes,winningTime,prize,metric,countryCode,ncond,class
24380,Wolverhampton (AW),02:35,16/01/04,Ladbrokes Handicap,Class 5,0-70,4yo+,7f,Standard,,"[3234.5, 962.5, 481.0, 120.25, 120.25]",88.28,4917,1407,GB,0,5
32431,Ludlow,02:10,16/01/04,Ludlow Club Novices' Limited Handicap Chase,Class 3,0-135,5yo+,2m,Heavy,12 fences,"[6498.0, 1908.0, 954.0, 477.0]",256.8,9837,3218,GB,9,3
33608,Ludlow,03:20,16/01/04,"Annual Members Racing Excellence ""Hands And Heels"" Handicap Chase (Conditionals/Amateurs)",Class 5,0-100,5yo+,3m,Heavy,19 fences,"[3249.0, 954.0, 477.0, 238.5]",417.8,4918,4827,GB,9,5
112412,Ludlow,02:45,16/01/04,Jubilee Restaurant Maiden Hurdle,Class 5,,4yo+,2m5f,Heavy,10 hurdles 1 omitted,"[2599.2, 763.2, 381.6, 190.8]",342.9,3935,4223,GB,9,5
113295,Wolverhampton (AW),02:00,16/01/04,Download The Ladbrokes App Handicap,Class 6,0-52,4yo+,7f,Standard,,"[2587.6, 770.0, 384.8, 192.4]",89.3,3935,1407,GB,0,6
117437,Wolverhampton (AW),03:10,16/01/04,Ladbrokes Selling Stakes,Class 6,,4yo+,1m½f,Standard,,"[2587.6, 770.0, 384.8, 192.4]",108.32,3935,1709.5,GB,0,6
122314,Deauville (FR),02:40,16/01/04,Prix de l'Aurette (Handicap) (5yo+) (Polytrack),,,5yo+,1m1½f,Standard,,"[7352.94, 2941.18, 2205.88, 1470.59, 735.29]",115.43,14706,1910.5,FR,0,0
123946,Deauville (FR),01:05,16/01/04,Prix des Douets (Handicap) (4yo) (Polytrack),,,4yo,7½f,Standard,,"[7352.94, 2941.18, 2205.88, 1470.59, 735.29]",88.39,14706,1507.5,FR,0,0
125713,Wolverhampton (AW),05:10,16/01/04,32Red Casino Fillies' Handicap,Class 5,0-75,4yo+,6f,Standard,,"[3234.5, 962.5, 481.0, 240.5]",73.46,4917,1206,GB,0,5
125826,Deauville (FR),11:30,16/01/04,Prix du Houlbec (Claimer) (4yo) (Apprentices &amp; Young Jockeys) (Polytrack),,,4yo,1m1½f,Standard,,"[6617.65, 2647.06, 1985.29, 1323.53, 661.76]",116.59,13236,1910.5,FR,0,0
125850,Deauville (FR),11:00,16/01/04,Prix de Martainville (Maiden) (3yo Colts &amp; Geldings) (Polytrack),,,3yo,7½f,Standard,,"[9191.18, 3676.47, 2757.35, 1838.24, 919.12]",89.78,18381,1507.5,FR,0,0
126887,Wolverhampton (AW),03:40,16/01/04,Coral Connect Handicap,Class 5,0-70,4yo+,1m1½f,Standard,,"[3234.5, 962.5, 481.0, 240.5]",120.98,4917,1910.5,GB,0,5
130700,Musselburgh,03:00,16/01/04,Kilmany Cup (A Handicap Chase),Class 3,0-130,5yo+,2m,Good To Soft,10 fences 2 omitted,"[7797.6, 2289.6, 1144.8, 572.4]",237.2,11805,3218,GB,10,3
145026,Musselburgh,01:50,16/01/04,Racing UK Profits Returned To Racing Handicap Hurdle,Class 4,0-105,4yo+,1m7½f,Good To Soft,9 hurdles,"[3249.0, 954.0, 477.0, 238.5]",225.2,4918,3116.5,GB,10,4
148013,Ludlow,01:00,16/01/04,Best Wishes For 2016 Juvenile Maiden Hurdle,Class 5,,4yo,2m,Heavy,8 hurdles 1 omitted,"[2599.2, 763.2, 381.6, 190.8]",246.6,3935,3218,GB,9,5
150999,Deauville (FR),12:00,16/01/04,Prix d'Epreville (Maiden) (3yo Fillies) (Polytrack),,,3yo,7½f,Standard,,"[9191.18, 3676.47, 2757.35, 1838.24, 919.12]",88.82,18381,1507.5,FR,0,0
155485,Musselburgh,01:20,16/01/04,Alex Donaldson Handsome Handicap Chase,Class 4,0-115,5yo+,3m,Good To Soft,15 fences 3 omitted,"[5198.4, 1526.4, 763.2, 381.6]",361.8,7869,4827,GB,10,4
157670,Musselburgh,02:25,16/01/04,racinguk.com/anywhere Handicap Hurdle,Class 4,0-105,4yo+,3m,Good To Soft,14 hurdles,"[3249.0, 954.0, 477.0, 238.5]",358.6,4918,4827,GB,10,4
158879,Wolverhampton (AW),04:10,16/01/04,Bet £5 Get £20 At Coral Handicap,Class 6,0-60,4yo+,1m1½f,Standard,,"[2587.6, 770.0, 384.8, 192.4]",119.53,3935,1910.5,GB,0,6
159965,Deauville (FR),03:10,16/01/04,Prix du Ruisseau de Bellaie (Handicap) (5yo+) (Polytrack),,,5yo+,1m1½f,Standard,,"[6617.65, 2647.06, 1985.29, 1323.53, 661.76]",116.39,13236,1910.5,FR,0,0
163093,Wolverhampton (AW),04:40,16/01/04,32Red.com Maiden Auction Stakes,Class 5,,3yo,1m½f,Standard,,"[3557.95, 1058.75, 529.1, 264.55]",109.71,5411,1709.5,GB,0,5
165510,Deauville (FR),01:35,16/01/04,Prix des Rus (Handicap) (4yo) (Polytrack),,,4yo,7½f,Standard,,"[6617.65, 2647.06, 1985.29, 1323.53, 661.76]",90.01,13236,1507.5,FR,0,0
168452,Deauville (FR),02:05,16/01/04,Prix de l'Aure (Handicap) (5yo+) (Polytrack),,,5yo+,1m1½f,Standard,,"[8823.53, 3529.41, 2205.88, 2205.88, 882.35]",115.77,17647,1910.5,FR,0,0
170213,Ludlow,01:35,16/01/04,1871 Handicap Hurdle,Class 3,0-130,4yo+,3m,Heavy,10 hurdles 2 omitted,"[5848.2, 1717.2, 858.6, 429.3]",390.8,8853,4827,GB,9,3
71801,Deauville (FR),12:30,16/01/04,Prix du Ruisseau des Ouies (Handicap) (4yo) (Polytrack),,,4yo,7½f,Standard,,"[8823.53, 3529.41, 2647.06, 1764.71, 882.35]",86.67,17647,1507.5,FR,0,0
74197,Musselburgh,03:30,16/01/04,Watch Racing UK On 3 Devices Standard Open National Hunt Flat Race,Class 6,,4-6yo,1m7½f,Good To Soft,,"[1949.4, 572.4, 286.2, 143.1]",221.2,2950,3116.5,GB,10,6
53050,Musselburgh,12:50,16/01/04,Racing UK Day Pass Just £10 Maiden Hurdle (Div II),Class 5,,4yo+,1m7½f,Good To Soft,9 hurdles,"[3249.0, 954.0, 477.0, 238.5]",231.4,4918,3116.5,GB,10,5
110769,Southwell (AW),03:10,16/01/05,Coral Mobile Just Three Clicks To Bet Handicap,Class 6,0-65,4yo+,1m4f,Standard,,"[2264.15, 673.75, 336.7, 168.35]",157,3443,2413,GB,0,6
113243,Lingfield (AW),01:00,16/01/05,Download The New Unibet Racing App Maiden Auction Stakes,Class 6,,3yo,6f,Standard,,"[2264.15, 673.75, 336.7, 168.35]",72.12,3443,1206,GB,0,6
115715,Lingfield (AW),02:30,16/01/05,Bet&amp;Watch Every Race At Unibet Conditions Stakes (Plus 10 Race),Class 3,,3yo,5f,Standard,,"[7246.15, 2168.9, 1084.45]",57.14,10499,1005,GB,0,3
117676,Southwell (AW),02:40,16/01/05,Coral Handicap,Class 4,0-80,4yo+,1m3f,Standard,,"[5175.2, 1540.0, 769.6, 384.8]",143.67,7870,2212,GB,0,4
118863,Lingfield (AW),03:00,16/01/05,Unibet Handicap,Class 7,0-50,3yo+,5f,Standard,,"[1704.25, 503.25, 251.75]",59.09,2459,1005,GB,0,7
119673,Southwell (AW),01:40,16/01/05,Ladbrokes Handicap,Class 3,0-95,4yo+,7f,Standard,,"[7246.15, 2168.9, 1084.45, 542.8, 270.25]",86.8,11312,1407,GB,0,3
122428,Lingfield (AW),01:30,16/01/05,32Red.com Handicap,Class 5,0-75,4yo+,2m,Standard,,"[2911.05, 866.25, 432.9, 216.45]",203.21,4426,3218,GB,0,5
138174,Southwell (AW),02:10,16/01/05,Ladbrokes Maiden Stakes,Class 5,,4yo+,1m4f,Standard,,"[2911.05, 866.25, 432.9, 216.45]",155.77,4426,2413,GB,0,5
138682,Southwell (AW),03:40,16/01/05,Bet&amp;Watch Every Race At Unibet Handicap,Class 6,0-55,4yo+,6f,Standard,,"[2726.8, 805.2, 402.8]",75.03,3935,1206,GB,0,6
150424,Southwell (AW),12:40,16/01/05,32Red Handicap,Class 6,0-55,3yo,1m,Standard,,"[2587.6, 770.0, 384.8, 192.4]",102.47,3935,1609,GB,0,6
159494,Lingfield (AW),03:30,16/01/05,Ladbrokes Maiden Handicap,Class 6,0-65,3yo+,7f,Standard,,"[2264.15, 673.75, 336.7, 168.35]",86.23,3443,1407,GB,0,6
170860,Southwell (AW),01:10,16/01/05,Download The Ladbrokes App Handicap,Class 5,0-75,4yo+,1m,Standard,,"[3234.5, 962.5, 481.0, 240.5]",100.8,4917,1609,GB,0,5
172018,Lingfield (AW),02:00,16/01/05,32Red Maiden Fillies' Stakes,Class 5,,3yo+,1m2f,Standard,,"[2911.05, 866.25, 432.9, 216.45]",125.61,4426,2011,GB,0,5
67374,Kyoto (JPN),06:35,16/01/05,Sports Nippon Sho Kyoto Kimpai (Grade 3 Handicap) (4yo+) (Turf),,,4yo+,1m,Firm,,"[234840.28, 91285.7, 56930.8, 34992.66, 23140.31]",93,441190,1609,JP,8,0
47425,Nakayama (JPN),06:45,16/01/05,Nikkan Sports Sho Nakayama Kimpai (Grade 3 Handicap) (4yo+) (Turf),,,4yo+,1m2f,Firm,,"[234366.18, 91150.24, 56863.08, 34992.66, 23140.31]",121.2,440512,2011,JP,8,0
22564,Wolverhampton (AW),02:50,16/01/06,coral.co.uk Handicap,Class 4,0-85,4yo+,1m1½f,Standard,,"[4851.75, 1443.75, 721.5, 360.75]",120.9,7379,1910.5,GB,0,4
37317,Wolverhampton (AW),01:50,16/01/06,32RedSport.com Handicap,Class 6,0-60,4yo+,2m½f,Standard,,"[2587.6, 770.0, 384.8, 192.4]",222.13,3935,3318.5,GB,0,6
478,Maronas (URU),11:45,16/01/06,Clasico Gran Premio Jose Pedro Ramirez (Group 1) (3yo+) (Dirt),,,3yo+,1m4f,Standard,,"[54090.93, 18931.83, 11719.69, 5409.1]",149.44,90152,2413,URU,0,0
117929,Chelmsford (AW),03:30,16/01/06,Celebrate St. Patricks Day At CCR Handicap,Class 6,0-65,4yo+,1m5½f,Standard,,"[3234.5, 962.5, 481.0, 240.5]",167,4917,2714.5,GB,0,6
122235,Maronas (URU),07:20,16/01/06,Clasico Gran Premio Ciudad de Montevideo (Group 1) (3yo+ Fillies &amp; Mares) (Dirt),,,3yo+,1m2f,Standard,,"[18931.81, 6626.13, 4101.88, 1893.17]",122.04,31553,2011,URU,0,0
122725,Chelmsford (AW),02:00,16/01/06,totetrifecta Handicap,Class 4,0-80,4yo+,1m,Standard,,"[8086.25, 2406.25, 1202.5, 601.25]",96.42,12295,1609,GB,0,4
123605,Kempton (AW),06:10,16/01/06,32RedSport.com Handicap,Class 4,0-85,4yo+,1m4f,Standard,,"[4690.02, 1395.62, 697.45, 348.73]",152.73,7132,2413,GB,0,4
127685,Huntingdon,02:40,16/01/06,rewards4racing.com Handicap Hurdle (Qualifier for the Challenger Two Mile Hurdle Series Final),Class 3,0-125,4yo+,2m,Soft,8 hurdles,"[5393.34, 1583.64, 791.82, 395.91]",244.9,8165,3218,GB,5,3
127975,Happy Valley (HK),02:15,16/01/06,January Cup (Local Group 3 Handicap) (3yo+) (Turf),,,3yo+,1m1f,Good,,"[149737.3, 57793.35, 30210.16, 15761.82, 9194.4]",108.52,262696,1810,HK,1,0
131207,Huntingdon,02:10,16/01/06,Racing UK Profits Returned To Racing Novices' Chase,Class 4,,5yo+,2m7½f,Soft,19 fences,"[3833.82, 1125.72, 562.86, 281.43]",388.6,5804,4725.5,GB,5,4
133605,Huntingdon,03:40,16/01/06,Racing UK Day Pass Just £10 Novices' Handicap Hurdle,Class 5,0-100,4yo+,3m1f,Soft,12 hurdles,"[2274.3, 667.8, 333.9, 166.95]",418.4,3443,5028,GB,5,5
138734,Huntingdon,12:40,16/01/06,racinguk.com/winterseasonticket Maiden Hurdle (Div I),Class 5,,5yo+,2m,Soft,8 hurdles,"[2274.3, 667.8, 333.9, 166.95]",247.3,3443,3218,GB,5,5
139923,Kempton (AW),05:10,16/01/06,32Red On The App Store Handicap,Class 5,0-70,4yo+,1m,Standard,,"[2911.05, 866.25, 432.9, 216.45]",99.4,4426,1609,GB,0,5
139927,Kempton (AW),04:40,16/01/06,£10 Free Bet At 32RedSport.com Handicap,Class 5,0-70,3yo,1m,Standard,,"[2911.05, 866.25, 432.9, 216.45]",100.64,4426,1609,GB,0,5
145188,Chelmsford (AW),03:00,16/01/06,totepool Racing's Biggest Supporter Handicap,Class 6,0-55,4yo+,7f,Standard,,"[3234.5, 962.5, 481.0, 240.5]",85.08,4917,1407,GB,0,6
149115,Huntingdon,01:40,16/01/06,TurfTV Mares' Novices' Hurdle,Class 4,,4yo+,2m4½f,Soft,10 hurdles,"[3249.0, 954.0, 477.0, 238.5]",343.3,4918,4122.5,GB,5,4
151384,Kempton (AW),07:10,16/01/06,Racing UK Anywhere Handicap,Class 6,0-65,4yo+,6f,Standard,,"[2264.15, 673.75, 336.7, 168.35]",72.56,3443,1206,GB,0,6
152446,Wolverhampton (AW),12:50,16/01/06,£10 Free At 32Red.com Apprentice Handicap,Class 6,0-65,3yo,1m4f,Standard,,"[2716.98, 808.5, 404.04, 202.02]",164.45,4131,2413,GB,0,6
154467,Kempton (AW),04:10,16/01/06,32Red Casino Handicap,Class 6,0-60,4yo+,1m4f,Standard,,"[2264.15, 673.75, 336.7, 168.35]",155.3,3443,2413,GB,0,6
156821,Chelmsford (AW),12:30,16/01/06,toteplacepot Handicap,Class 6,0-60,4yo+,1m2f,Standard,,"[3234.5, 962.5, 481.0, 240.5]",125.06,4917,2011,GB,0,6
157729,Wolverhampton (AW),01:20,16/01/06,32Red Casino Handicap,Class 5,0-75,3yo,1m1½f,Standard,,"[3234.5, 962.5, 481.0, 240.5]",121.42,4917,1910.5,GB,0,5
158391,Wolverhampton (AW),03:20,16/01/06,Ladbrokes Median Auction Maiden Stakes,Class 6,,3-5yo,7f,Standard,,"[2587.6, 770.0, 384.8, 192.4]",88.23,3935,1407,GB,0,6
158547,Kempton (AW),05:40,16/01/06,32Red.com Maiden Stakes,Class 5,,3yo+,1m,Standard,,"[2911.05, 866.25, 432.9, 216.45]",99.26,4426,1609,GB,0,5
160055,Wolverhampton (AW),02:20,16/01/06,EBF 32Red.com Fillies' Handicap,Class 3,0-95,4yo+,1m½f,Standard,,"[10396.65, 3111.9, 1555.95, 778.8, 387.75]",108.1,16232,1709.5,GB,0,3
160056,Chelmsford (AW),01:00,16/01/06,toteexacta Handicap,Class 5,0-75,4yo+,5f,Standard,,"[5175.2, 1540.0, 769.6, 384.8]",58.37,7870,1005,GB,0,5
160123,Huntingdon,03:10,16/01/06,racinguk.com/anywhere Handicap Chase,Class 5,0-100,5yo+,2m7½f,Soft,19 fences,"[2469.24, 725.04, 362.52, 181.26]",401.9,3738,4725.5,GB,5,5
166940,Huntingdon,01:10,16/01/06,racinguk.com/winterseasonticket Maiden Hurdle (Div II),Class 5,,5yo+,2m,Soft,8 hurdles,"[2274.3, 667.8, 333.9, 166.95]",245.1,3443,3218,GB,5,5
171836,Chelmsford (AW),01:30,16/01/06,totequadpot Handicap,Class 5,0-75,3yo,5f,Standard,,"[5175.2, 1540.0, 769.6, 384.8]",58.97,7870,1005,GB,0,5
171859,Chelmsford (AW),02:30,16/01/06,toteswinger Maiden Fillies' Stakes,Class 4,,3yo+,1m,Standard,,"[6469.0, 1925.0, 962.0, 481.0]",98.01,9837,1609,GB,0,4
101506,Kempton (AW),06:40,16/01/06,Good Luck On Your Adventure Greg Handicap,Class 5,0-75,4yo+,7f,Standard,,"[1888.65, 1888.65, 432.9, 216.45]",86.32,4427,1407,GB,0,5
99195,Maronas (URU),09:35,16/01/06,Clasico Gran Premio Pedro Pineyrua (Local Group 1) (3yo+) (Dirt),,,3yo+,1m,Standard,,"[17309.1, 6058.19, 3750.29, 1730.92]",96.59,28848,1609,URU,0,0
53673,Wolverhampton (AW),03:50,16/01/06,Download The New Unibet Racing App Handicap,Class 6,0-65,4yo+,5f,Standard,,"[2587.6, 770.0, 384.8, 192.4]",61.54,3935,1005,GB,0,6
10636,Towcester,01:05,16/01/07,Haygain Hay Steamers Clean Healthy Forage Handicap Chase,Class 5,0-100,5yo+,2m½f,Heavy,11 fences,"[3249.0, 954.0, 477.0, 238.5]",268.2,4918,3318.5,GB,9,5
115705,Chelmsford (AW),06:40,16/01/07,Bet Scoop6Soccer At Betfred Shops Handicap,Class 7,0-50,4yo+,1m,Standard,,"[2587.6, 770.0, 384.8, 192.4]",97.93,3935,1609,GB,0,7
117290,Lingfield (AW),01:20,16/01/07,Daily Price Boosts At Unibet Median Auction Maiden Stakes,Class 6,,3-5yo,5f,Standard,,"[2264.15, 673.75, 336.7]",58.69,3275,1005,GB,0,6
118963,Lingfield (AW),02:20,16/01/07,32Red Casino Handicap,Class 5,0-75,3yo,1m2f,Standard,,"[2911.05, 866.25, 432.9, 216.45]",124.89,4426,2011,GB,0,5
122810,Chelmsford (AW),08:10,16/01/07,totepool Handicap,Class 4,0-80,4yo+,7f,Standard,,"[8086.25, 2406.25, 1202.5, 601.25]",83.67,12295,1407,GB,0,4
122862,Meydan (UAE),06:30,16/01/07,Longines Master Collection (Handicap) (Turf),,100-113,3yo+,7f,Good,,"[48979.59, 16326.53, 8163.27, 4081.63, 2448.98, 1632.65]",83.61,81634,1407,AE,1,0
127129,Lingfield (AW),02:50,16/01/07,Daily Unibet Early Prices From 9am Handicap,Class 3,0-95,4yo+,6f,Standard,,"[7246.15, 2168.9, 1084.45, 542.8, 270.25]",70.43,11312,1206,GB,0,3
128001,Chelmsford (AW),05:40,16/01/07,Scoop6Soccer The £1 Million Football Bet Median Auction Maiden Stakes,Class 5,,3-5yo,6f,Standard,,"[5175.2, 1540.0, 769.6, 384.8]",71.55,7870,1206,GB,0,5
128141,Meydan (UAE),03:35,16/01/07,Longines Conquest Classic Gents Moon Phases (Handicap) (Dirt),,95-108,3yo+,6f,Fast,,"[44897.96, 14965.99, 7482.99, 3741.5, 2244.9, 1496.6]",71.61,74831,1206,AE,7,0
129833,Meydan (UAE),04:10,16/01/07,Longines Dolce Vita Collection (Handicap) (Turf),,100-113,3yo+,5f,Good,,"[48979.59, 16326.53, 8163.27, 4081.63, 2448.98, 1632.65]",56.9,81634,1005,AE,1,0
130931,Meydan (UAE),04:45,16/01/07,Al Maktoum Challenge R1 Presented by Longines Dolce Vita Collection (Group 2) (Dirt),,,3yo+,1m,Fast,,"[102040.82, 34013.61, 17006.8, 8503.4, 5102.04, 3401.36]",97.12,170068,1609,AE,7,0
136265,Towcester,02:05,16/01/07,Haygain Hay Steamers Clean Healthy Hay Handicap Chase (Qual for Challenger Middle Distance Final),Class 4,0-120,5yo+,2m4f,Heavy,13 fences,"[6330.0, 1870.0, 935.0, 468.0, 234.0]",332.3,9837,4022,GB,9,4
148116,Meydan (UAE),05:55,16/01/07,Longines Conquest Classic Ladies (Handicap) (Dirt),,95-108,3yo+,1m1½f,Fast,,"[44897.96, 14965.99, 7482.99, 3741.5, 2244.9, 1496.6]",117.85,74831,1910.5,AE,7,0
163813,Chelmsford (AW),07:10,16/01/07,Bet Scoop6Soccer At betfred.com Fillies' Handicap,Class 5,0-75,4yo+,7f,Standard,,"[5175.2, 1540.0, 769.6, 384.8]",84.28,7870,1407,GB,0,5
164890,Meydan (UAE),05:20,16/01/07,Longines Master Collection (Handicap) (Turf),,95-113,3yo+,1m2f,Good,,"[61224.49, 20408.16, 10204.08, 5102.04, 3061.22, 2040.82]",121.59,102040,2011,AE,1,0
167760,Chelmsford (AW),07:40,16/01/07,Bet Scoop6Soccer At totesport.com Handicap,Class 6,0-55,3yo,5f,Standard,,"[3234.5, 962.5, 481.0, 240.5]",59.21,4917,1005,GB,0,6
167803,Towcester,01:35,16/01/07,Sherston Wine Company Ltd Handicap Hurdle,Class 4,0-110,4yo+,2m,Heavy,8 hurdles,"[4548.6, 1335.6, 667.8, 333.9]",259.3,6887,3218,GB,9,4
171155,Towcester,03:40,16/01/07,Haygain Hay Steamers Clean Healthy Forage Maiden Open National Hunt Flat Race,Class 6,,4-6yo,2m,Heavy,,"[1949.4, 572.4, 286.2, 143.1]",250.9,2950,3218,GB,9,6
67597,Lingfield (AW),01:50,16/01/07,32Red.com Handicap,Class 6,0-55,4yo+,1m5f,Standard,,"[2264.15, 673.75, 336.7, 168.35]",168,3443,2614,GB,0,6
67898,Towcester,02:35,16/01/07,"Haygain Hay Steamers Clean Healthy Forage Mares' ""National Hunt"" Maiden Hurdle",Class 5,,4yo+,2m,Heavy,8 hurdles,"[2599.2, 763.2, 381.6, 190.8]",260.7,3935,3218,GB,9,5
68624,Lingfield (AW),03:50,16/01/07,Coral Handicap (For Lady Amateur Riders),Class 5,0-75,4yo+,1m2f,Standard,,"[2807.55, 870.75, 435.15, 217.8]",126.45,4332,2011,GB,0,5
75278,Towcester,03:05,16/01/07,EBF/TBA Mares' Novices' Handicap Chase,Class 4,0-110,5yo+,2m4f,Heavy,9 fences 4 omitted,"[5325.6, 1653.6, 890.4]",329.1,7870,4022,GB,9,4
40096,Chelmsford (AW),06:10,16/01/07,Win A Football Fortune With Scoop6Soccer Handicap,Class 4,0-85,4yo+,2m,Standard,,"[8086.25, 2406.25, 1202.5, 601.25]",205.65,12295,3218,GB,0,4
55434,Lingfield (AW),03:20,16/01/07,Ladbrokes Handicap,Class 7,0-50,3yo+,7f,Standard,,"[1704.25, 503.25, 251.75]",84.92,2459,1407,GB,0,7
55800,Chelmsford (AW),05:10,16/01/07,Play Scoop6Soccer Every Week Classified Claiming Stakes,Class 6,0-75,4yo+,6f,Standard,,"[3234.5, 962.5, 481.0, 240.5]",70.88,4917,1206,GB,0,6
59147,Aqueduct (USA),08:50,16/01/07,Allowance Race (4yo+ Fillies &amp; Mares) (Dirt),,,4yo+,1m½f,Fast,,"[27346.94, 9115.65, 4557.82, 2278.91, 1367.35, 227.89, 227.89, 227.89, 227.89]",104.51,45579,1709.5,US,7,0
2172,Wolverhampton (AW),04:45,16/01/08,32Red.com Handicap,Class 5,0-75,4yo+,1m6f,Standard,,"[3234.5, 962.5, 481.0, 240.5]",182.26,4917,2815,GB,0,5
24923,Dundalk (AW) (IRE),05:30,16/01/08,Jolly January Dining Special Handicap,,,4yo+,5f,Standard,,"[7590.0, 1760.0, 770.0, 440.0]",58.71,10560,1005,IE,0,0
26924,Jebel Ali (UAE),12:20,16/01/08,SIS (Handicap) (Dirt),,69-89,3yo+,7f,Fast,,"[9426.99, 3142.33, 1728.28, 942.7, 471.35]",84.89,15711,1407,AE,7,0
113071,Deauville (FR),12:20,16/01/08,Prix de la Riviere Saint-Sauveur (Claimer) (4yo) (Polytrack),,,4yo,1m4½f,Standard,,"[5882.35, 2352.94, 1764.71, 1176.47, 588.24]",161.6,11764,2513.5,FR,0,0
119231,Lingfield (AW),01:35,16/01/08,Download The Ladbrokes App Handicap,Class 6,0-60,4yo+,1m,Standard,,"[2264.15, 673.75, 336.7, 168.35]",96.77,3443,1609,GB,0,6
121974,Deauville (FR),12:50,16/01/08,Prix de la Baie de Seine (Handicap) (4yo+) (Polytrack),,,4yo+,6½f,Standard,,"[17970.59, 7264.71, 5352.94, 3441.18, 2102.94, 1338.24, 764.71]",75.85,38236,1306.5,FR,0,0
122557,Wolverhampton (AW),06:45,16/01/08,Coral Connect Handicap,Class 6,0-55,4yo+,1m1½f,Standard,,"[2587.6, 770.0, 384.8, 192.4]",119.59,3935,1910.5,GB,0,6
123388,Jebel Ali (UAE),12:50,16/01/08,Ardmore Trading (Handicap) (Dirt),,54-69,3yo+,7f,Fast,,"[7208.87, 2402.96, 1321.63, 720.89, 360.44]",85.6,12015,1407,AE,7,0
124005,Deauville (FR),01:20,16/01/08,Prix de la Riviere Morte (Claimer) (4yo) (Polytrack),,,4yo,6½f,Standard,,"[5882.35, 2352.94, 1764.71, 1176.47, 588.24]",77.15,11764,1306.5,FR,0,0
125381,Doncaster,03:00,16/01/08,1stsecuritysolutions.co.uk Maiden Hurdle (Div I),Class 5,,4yo+,2m3½f,Soft,10 hurdles,"[2599.2, 763.2, 381.6, 190.8]",303.6,3935,3921.5,GB,5,5
125824,Gosford (AUS),06:12,16/01/08,Gosford RSL Belle of the Turf Stakes (Group 3 Handicap) (3yo+ Fillies &amp; Mares) (Turf),,,3yo+,1m,Good To Soft,,"[37623.76, 12376.24, 4641.09, 4641.09, 1237.62, 618.81, 618.81, 618.81]",98.48,62377,1609,AU,10,0
129001,Doncaster,02:25,16/01/08,Trueman Family Novices' Handicap Chase,Class 4,0-120,5yo+,3m,Soft,18 fences,"[3898.8, 1144.8, 572.4, 286.2]",379.5,5902,4827,GB,5,4
135521,Deauville (FR),03:55,16/01/08,Prix de Beaufosse (Claimer) (5yo+) (Polytrack),,,5yo+,7½f,Standard,,"[6617.65, 2647.06, 1985.29, 1323.53, 661.76]",88.05,13236,1507.5,FR,0,0
135727,Deauville (FR),02:20,16/01/08,Prix de l'autre Cote de l'eau (Handicap) (4yo+) (Polytrack),,,4yo+,6½f,Standard,,"[5882.35, 2352.94, 1764.71, 1176.47, 588.24]",77.39,11764,1306.5,FR,0,0
136292,Wolverhampton (AW),05:15,16/01/08,32RedSport.com Handicap,Class 6,0-60,3yo,6f,Standard,,"[2587.6, 770.0, 384.8, 192.4]",74.23,3935,1206,GB,0,6
136406,Lingfield (AW),02:10,16/01/08,Unibet Offer Daily Jockey And Trainer Specials Handicap,Class 6,0-60,4yo+,5f,Standard,,"[2264.15, 673.75, 336.7, 168.35]",58.1,3443,1005,GB,0,6
142010,Jebel Ali (UAE),11:50,16/01/08,Romeo Interioras (Conditions Race) (Dirt),,,3yo+,6f,Fast,,"[12199.63, 4066.54, 2236.6, 1219.96, 609.98]",71.6,20334,1206,AE,7,0
144681,Lingfield (AW),02:45,16/01/08,Coral Handicap,Class 2,0-105,4yo+,1m4f,Standard,,"[11827.5, 3541.6, 1770.8, 885.4, 442.7, 222.3]",155.04,18691,2413,GB,0,2
146812,Dundalk (AW) (IRE),06:00,16/01/08,Big Bad Bob Maiden (Plus 10 Race),,,3yo,7f,Standard,,"[7590.0, 1760.0, 770.0, 440.0]",85.68,10560,1407,IE,0,0
147478,Dundalk (AW) (IRE),06:30,16/01/08,Irishinjuredjockeys.com Rated Race,,,4yo+,7f,Standard,,"[7590.0, 1760.0, 770.0, 440.0]",85.96,10560,1407,IE,0,0
147854,Deauville (FR),11:40,16/01/08,Prix du Bois Carrouges (Maiden) (3yo) (Polytrack),,,3yo,6½f,Standard,,"[9191.18, 3676.47, 2757.35, 1838.24, 919.12]",80.35,18381,1306.5,FR,0,0
150317,Deauville (FR),01:50,16/01/08,Prix de la Vallee de Seine (Handicap) (4yo+) (Polytrack),,,4yo+,6½f,Standard,,"[9558.82, 3823.53, 2867.65, 1911.76, 955.88]",76.02,19119,1306.5,FR,0,0
151728,Jebel Ali (UAE),11:20,16/01/08,Jebel Ali Mile Prep Sponsored By Arabian Scandinavian Insurance Company (Conditions Race) (Dirt),,,3yo+,1m,Fast,,"[12199.63, 4066.54, 2236.6, 1219.96, 609.98]",97.43,20334,1609,AE,7,0
152456,Lingfield (AW),03:50,16/01/08,coral.co.uk Apprentice Handicap,Class 5,0-70,4yo+,1m4f,Standard,,"[2911.05, 866.25, 432.9, 216.45]",150.48,4426,2413,GB,0,5
153755,Lingfield (AW),01:05,16/01/08,32Red.com Maiden Stakes,Class 5,,3yo,1m4f,Standard,,"[2911.05, 866.25, 432.9, 216.45]",152.58,4426,2413,GB,0,5
